품목분류(HS),HSK품목명,HSK영문명,통제번호
7115100000,촉매제[백금으로 만든 와이어 클로스(wire cloth)나 그릴 모양인 것으로 한정한다],"Catalysts in the form of wire cloth or grill, of platinum",1A225.
3815909000,기타,Other,1A225.
3815192000,활성물질로서 티타늄이나 티타늄화합물의 것,Of titanium or titanium compounds as the active substance,1A226.
3815191000,활성물질로서 철이나 철화합물의 것,With iron or iron compounds as the active substance,1A226.
8401200000,동위원소 분리용 기기와 그 부분품,"Machinery and apparatus for isotopic separation, and parts thereof",1A226.
8419909090,기타,Other,1A226.
8419909010,즉시식이나 저장식 물가열기의 것,Of instantaneous or storage water heaters,1A226.
8419909040,내과용ㆍ외과용ㆍ실험실용 살균장치의 것,"Of medical, surgical or laboratory sterilisers",1A226.
3815199000,기타,Other,1A226.
3815909000,기타,Other,1A226.
3815122000,팔라듐이나 팔라듐화합물의 것,Of palladium or palladium compounds,1A226.
3815909000,기타,Other,1A226.
7020001011,반도체 웨이퍼(wafer) 제조용으로 확산로(擴散爐)와 산화로(酸化爐)에 삽입할 수 있도록 고안된 석영 리액터(reactor) 튜브와 홀더,Quartz reactor tubes and holders designed for insertion into diffusion and oxidation furnaces for production of semiconductor wafers,1A227.
7020001019,기타,Other,1A227.
7020001012,반도체 웨이퍼(wafer) 제조에 사용되는 노(爐)용 석영 도가니,Quartz crucibles for furnace of production of semiconductor wafers,1A227.
7020009000,기타,Other,1A227.
3921909050,폴리우레탄으로 만든 것,Of polyurethanes,1A227.
7020001013,반도체 제조용으로서 석영제품(quartz ware) 제조에 사용되는 것,For the manufacture of quartz wares for semiconductor,1A227.
2845909000,기타,Other,1A228.
2853909000,기타,Other,1A228.
7326190000,기타,Other,1B001.
7326190000,기타,Other,1B001.
8479813000,권선기,Winding machines,1B001.
8444009000,기타,Other,1B001.
9031809060,초음파 두께 측정기,Ultra-sonic thickness measuring instruments,1B001.
8446100000,폭이 30센티미터 이하인 소폭직기,For weaving fabrics of a width not exceeding 30 cm,1B001.
8428390000,기타,Other,1B001.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1B001.
8475210000,광섬유와 광섬유 예비성형품 제조용 기계,Machines for making optical fibres and preforms thereof,1B001.
9022192000,공업용,For industrial use,1B001.
8446290000,기타,Other,1B001.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1B001.
8508199000,기타,Other,1B001.a.
8479899010,프레스ㆍ압출기,Presses or extruding machines,1B001.a.
8465929000,기타,Other,1B001.a.
8448490000,기타,Other,1B001.a.
8508702000,"제8508.19-9000호, 제8508.60-0000호의 것",Of HSK 8508.19-9000 or 8508.60-0000,1B001.a.
8465999000,기타,Other,1B001.a.
8486205000,굽힘용ㆍ접음용ㆍ교정용ㆍ펼침용 금속가공 공작기계(프레스를 포함한다),"Machine-tools (including presses) for working metal by bending, folding, straightening, flattening",1B001.a.
8486302070,액정 공정용 기기,Machine and apparatus for liquid crystal progress of work,1B001.a.
8479899050,코팅머신(도포기),Coating machines,1B001.a.
8479899010,프레스ㆍ압출기,Presses or extruding machines,1B001.a.
8486903090,기타,Other,1B001.a.
8479899050,코팅머신(도포기),Coating machines,1B001.a.
8444001000,방사(紡絲)기,Machines for extruding man-made textiles,1B001.a.
8444002000,연신(drawing)기,Machines for drawing man-made textiles,1B001.a.
8448490000,기타,Other,1B001.a.
8465929000,기타,Other,1B001.a.
8486903050,유기발광다이오드(오엘이디) 디스플레이 제조용기기의 것,Of machines and apparatus for the manufacture of OLED displays,1B001.a.
8486205000,굽힘용ㆍ접음용ㆍ교정용ㆍ펼침용 금속가공 공작기계(프레스를 포함한다),"Machine-tools (including presses) for working metal by bending, folding, straightening, flattening",1B001.a.
8465939000,기타,Other,1B001.a.
8464909000,기타,Other,1B001.a.
8508702000,"제8508.19-9000호, 제8508.60-0000호의 것",Of HSK 8508.19-9000 or 8508.60-0000,1B001.a.
8448490000,기타,Other,1B001.a.
8508600000,그 밖의 진공청소기,Other vacuum cleaners,1B001.b.
8486209390,기타,Other,1B001.b.
8508199000,기타,Other,1B001.b.
8486903050,유기발광다이오드(오엘이디) 디스플레이 제조용기기의 것,Of machines and apparatus for the manufacture of OLED displays,1B001.b.
8486903060,액정 디스플레이 제조용 기기의 것,Of machines and apparatus for the manufacture of liquid crystal displays,1B001.b.
8465939000,기타,Other,1B001.b.
8479819000,기타,Other,1B001.b.
8486205000,굽힘용ㆍ접음용ㆍ교정용ㆍ펼침용 금속가공 공작기계(프레스를 포함한다),"Machine-tools (including presses) for working metal by bending, folding, straightening, flattening",1B001.b.
8465929000,기타,Other,1B001.b.
8479899010,프레스ㆍ압출기,Presses or extruding machines,1B001.b.
8444002000,연신(drawing)기,Machines for drawing man-made textiles,1B001.b.
8508702000,"제8508.19-9000호, 제8508.60-0000호의 것",Of HSK 8508.19-9000 or 8508.60-0000,1B001.b.
8465939000,기타,Other,1B001.b.
8486903050,유기발광다이오드(오엘이디) 디스플레이 제조용기기의 것,Of machines and apparatus for the manufacture of OLED displays,1B001.b.
8444001000,방사(紡絲)기,Machines for extruding man-made textiles,1B001.b.
8466209000,기타,Other,1B001.b.
8479899050,코팅머신(도포기),Coating machines,1B001.b.
8508702000,"제8508.19-9000호, 제8508.60-0000호의 것",Of HSK 8508.19-9000 or 8508.60-0000,1B001.b.
8508199000,기타,Other,1B001.b.
8486903090,기타,Other,1B001.b.
8447909000,기타,Other,1B001.c.
8448199000,기타,Other,1B001.c.
8446303000,워터젯트식,Of water-jet type,1B001.c.
8446309000,기타,Other,1B001.c.
8448590000,기타,Other,1B001.c.
8448330000,스핀들ㆍ스핀들 플라이어ㆍ스피닝 링ㆍ링트래블러,"Spindles, spindle flyers, spinning rings and ring travellers",1B001.c.
8448320000,침포를 제외한 방적준비기계의 것,"Of machines for preparing textile fibres, other than card clothing",1B001.c.
8446303000,워터젯트식,Of water-jet type,1B001.c.
8447202020,트리코트기,Tricot knitting machines,1B001.c.
8419891000,인조섬유 제조용 중합기,Polymerization autoclaves for man-made fibre making,1B001.d.
8479899050,코팅머신(도포기),Coating machines,1B001.d.
8479819000,기타,Other,1B001.d.
8419909040,내과용ㆍ외과용ㆍ실험실용 살균장치의 것,"Of medical, surgical or laboratory sterilisers",1B001.d.
8465939000,기타,Other,1B001.d.
8486903090,기타,Other,1B001.d.
8486209390,기타,Other,1B001.d.
8508702000,"제8508.19-9000호, 제8508.60-0000호의 것",Of HSK 8508.19-9000 or 8508.60-0000,1B001.d.
8419909010,즉시식이나 저장식 물가열기의 것,Of instantaneous or storage water heaters,1B001.d.
8486103090,기타,Other,1B001.d.
8465939000,기타,Other,1B001.d.
8444001000,방사(紡絲)기,Machines for extruding man-made textiles,1B001.d.
8479899010,프레스ㆍ압출기,Presses or extruding machines,1B001.d.
8444002000,연신(drawing)기,Machines for drawing man-made textiles,1B001.d.
8465929000,기타,Other,1B001.d.
8465999000,기타,Other,1B001.d.
8486302070,액정 공정용 기기,Machine and apparatus for liquid crystal progress of work,1B001.d.
8508702000,"제8508.19-9000호, 제8508.60-0000호의 것",Of HSK 8508.19-9000 or 8508.60-0000,1B001.d.
8486302070,액정 공정용 기기,Machine and apparatus for liquid crystal progress of work,1B001.d.
8466209000,기타,Other,1B001.d.
8486205000,굽힘용ㆍ접음용ㆍ교정용ㆍ펼침용 금속가공 공작기계(프레스를 포함한다),"Machine-tools (including presses) for working metal by bending, folding, straightening, flattening",1B001.d.
8444002000,연신(drawing)기,Machines for drawing man-made textiles,1B001.d.
8479899010,프레스ㆍ압출기,Presses or extruding machines,1B001.d.
8486903090,기타,Other,1B001.d.
2926909000,기타,Other,1B001.d.1.
8419909010,즉시식이나 저장식 물가열기의 것,Of instantaneous or storage water heaters,1B001.e.
9022901010,엑스선 발생기,X-ray generators,1B001.e.
9022909090,기타,Other,1B001.e.
8419909040,내과용ㆍ외과용ㆍ실험실용 살균장치의 것,"Of medical, surgical or laboratory sterilisers",1B001.e.
9022901010,엑스선 발생기,X-ray generators,1B001.e.
9022909090,기타,Other,1B001.e.
8419899090,기타,Other,1B001.e.
8479899050,코팅머신(도포기),Coating machines,1B001.e.
9022901090,기타,Other,1B001.e.
9022901020,엑스선의 스크린,X-ray screens,1B001.e.
9022901030,엑스선용 고압발생기,X-ray high tension generators,1B001.e.
9022909090,기타,Other,1B001.f.
9022901030,엑스선용 고압발생기,X-ray high tension generators,1B001.f.
9022901020,엑스선의 스크린,X-ray screens,1B001.f.
9022901090,기타,Other,1B001.f.
9022901030,엑스선용 고압발생기,X-ray high tension generators,1B001.f.
9022120000,컴퓨터 단층촬영기기,Computed tomography apparatus,1B001.f.
9022909090,기타,Other,1B001.f.
9031909000,기타,Other,1B001.f.
9022292000,공업용,For industrial use,1B001.f.
9022299000,기타,Other,1B001.f.
9032819000,기타,Other,1B001.g.
8508600000,그 밖의 진공청소기,Other vacuum cleaners,1B001.g.
8474201000,파쇄ㆍ분쇄능력이 시간당 20톤 이하인 것,Of crushing or grinding capacity not exceeding 20 tons per hour,1B002.
8486903060,액정 디스플레이 제조용 기기의 것,Of machines and apparatus for the manufacture of liquid crystal displays,1B002.
8424909090,기타,Other,1B002.
8454909000,기타,Other,1B002.
8479909060,프레스ㆍ압출기의 것,Of presses or extruding machines,1B002.
8424202010,로봇형,Of robot type,1B002.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1B002.
8479899099,기타,Other,1B002.
8424909010,반도체 제조에 전용 또는 주로 사용되는 종류의 것,Of a kind used solely or principally for the manufacture of semiconductors,1B002.
8424891000,반도체 제조에 전용 또는 주로 사용되는 종류의 것,Of a kind used solely or principally for the manufacture of semiconductors,1B002.
8424891000,반도체 제조에 전용 또는 주로 사용되는 종류의 것,Of a kind used solely or principally for the manufacture of semiconductors,1B002.
8486903060,액정 디스플레이 제조용 기기의 것,Of machines and apparatus for the manufacture of liquid crystal displays,1B002.
8479909060,프레스ㆍ압출기의 것,Of presses or extruding machines,1B002.
8424899000,기타,Other,1B002.
8424909090,기타,Other,1B002.
8479909050,혼합기ㆍ반죽기ㆍ파쇄기ㆍ분쇄기ㆍ기계식체ㆍ시프팅기ㆍ균질기ㆍ유화기ㆍ교반기의 것,"Of mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines",1B002.
8508702000,"제8508.19-9000호, 제8508.60-0000호의 것",Of HSK 8508.19-9000 or 8508.60-0000,1B002.
8479899099,기타,Other,1B002.
8454901000,전로의 것,Of converters,1B002.
8479909040,금속처리용 기계류의 것,Of machines and appliances for treating metal,1B002.
8479899010,프레스ㆍ압출기,Presses or extruding machines,1B002.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1B002.
8508199000,기타,Other,1B002.
8486903090,기타,Other,1B002.
8424909010,반도체 제조에 전용 또는 주로 사용되는 종류의 것,Of a kind used solely or principally for the manufacture of semiconductors,1B002.
8479822000,파쇄기와 분쇄기,Crushers and grinders,1B002.
8424202090,기타,Other,1B002.
8474201000,파쇄ㆍ분쇄능력이 시간당 20톤 이하인 것,Of crushing or grinding capacity not exceeding 20 tons per hour,1B002.
8466209000,기타,Other,1B003.
8466300000,분할대와 그 밖의 기계용 특수 부착물,Dividing heads and other special attachments for machines,1B003.
8480490000,기타,Other,1B003.
8480410000,사출식이나 압축식,Injection or compression types,1B003.
8207300000,프레싱(pressing)용ㆍ스탬핑(stamping)용ㆍ펀칭(punching)용 공구,"Tools for pressing, stamping or punching",1B003.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1B003.
8466209000,기타,Other,1B003.
8466201000,항공기용,For aircrafts,1B003.
8486103090,기타,Other,1B101.
8444001000,방사(紡絲)기,Machines for extruding man-made textiles,1B101.
8486209390,기타,Other,1B101.
8486903060,액정 디스플레이 제조용 기기의 것,Of machines and apparatus for the manufacture of liquid crystal displays,1B101.
8479899050,코팅머신(도포기),Coating machines,1B101.
8465939000,기타,Other,1B101.
8444001000,방사(紡絲)기,Machines for extruding man-made textiles,1B101.
8486903050,유기발광다이오드(오엘이디) 디스플레이 제조용기기의 것,Of machines and apparatus for the manufacture of OLED displays,1B101.
8508192000,로봇형,Of robot type,1B101.
8508702000,"제8508.19-9000호, 제8508.60-0000호의 것",Of HSK 8508.19-9000 or 8508.60-0000,1B101.
8508199000,기타,Other,1B101.
8479813000,권선기,Winding machines,1B101.
8486209390,기타,Other,1B101.
8486103090,기타,Other,1B101.
8479899050,코팅머신(도포기),Coating machines,1B101.
8464909000,기타,Other,1B101.
8508199000,기타,Other,1B101.
8486205000,굽힘용ㆍ접음용ㆍ교정용ㆍ펼침용 금속가공 공작기계(프레스를 포함한다),"Machine-tools (including presses) for working metal by bending, folding, straightening, flattening",1B101.
8465939000,기타,Other,1B101.
8465999000,기타,Other,1B101.
8486103090,기타,Other,1B101.
8508702000,"제8508.19-9000호, 제8508.60-0000호의 것",Of HSK 8508.19-9000 or 8508.60-0000,1B101.
8466209000,기타,Other,1B101.
8444009000,기타,Other,1B101.
8465939000,기타,Other,1B101.
8446100000,폭이 30센티미터 이하인 소폭직기,For weaving fabrics of a width not exceeding 30 cm,1B101.a.
8446210000,직조기(동력구동식으로 한정한다),Power looms,1B101.a.
9032819000,기타,Other,1B101.a.
8446290000,기타,Other,1B101.a.
8479813000,권선기,Winding machines,1B101.a.
8446210000,직조기(동력구동식으로 한정한다),Power looms,1B101.b.
8446290000,기타,Other,1B101.b.
9032819000,기타,Other,1B101.b.
8446100000,폭이 30센티미터 이하인 소폭직기,For weaving fabrics of a width not exceeding 30 cm,1B101.b.
8419909040,내과용ㆍ외과용ㆍ실험실용 살균장치의 것,"Of medical, surgical or laboratory sterilisers",1B101.c.
8419909010,즉시식이나 저장식 물가열기의 것,Of instantaneous or storage water heaters,1B101.c.
8419891000,인조섬유 제조용 중합기,Polymerization autoclaves for man-made fibre making,1B101.c.
8419909090,기타,Other,1B101.c.
8448209000,기타,Other,1B101.c.
8448209000,기타,Other,1B101.c.1.
2926909000,기타,Other,1B101.c.1.
8419891000,인조섬유 제조용 중합기,Polymerization autoclaves for man-made fibre making,1B101.c.1.
8419909040,내과용ㆍ외과용ㆍ실험실용 살균장치의 것,"Of medical, surgical or laboratory sterilisers",1B101.c.1.
8419909010,즉시식이나 저장식 물가열기의 것,Of instantaneous or storage water heaters,1B101.c.1.
8419909090,기타,Other,1B101.c.1.
8451909000,기타,Other,1B101.d.
8479899099,기타,Other,1B101.d.
8462321090,기타,Other,1B101.d.
8451809020,"도포기, 침투기",Coating or impregnating machines,1B101.d.
8462321010,수치제어식,Numerically controlled,1B101.d.
8462322090,기타,Other,1B101.d.
8479899050,코팅머신(도포기),Coating machines,1B101.d.
8462322010,수치제어식,Numerically controlled,1B101.d.
8451809050,가정용 의류관리기,Clothing care appliances of household type,1B101.d.
8542393000,복합구조칩 집적회로,Multichip integrated circuits,1B102.
8543909000,기타,Other,1B102.
8523529000,기타와 그 부분품,Other and parts thereof,1B102.
